,full_name,birthdate,team_id,position,nationality,created_at,updated_at
199,Y. Wissa,3/09/96,Football Club Lorient-Bretagne Sud,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
200,M. Barcola,14/05/99,Olympique Lyonnais,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
201,A. Lopes,1/10/90,Olympique Lyonnais,Gar.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
202,J. Pollersbeck,16/08/94,Olympique Lyonnais,Gar.,ALL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
203,M. Bard,6/11/00,Olympique Lyonnais,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
204,D. Benlamri,25/12/89,Olympique Lyonnais,Déf.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
205,M. De Sciglio,20/10/92,Olympique Lyonnais,Déf.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
206,J. Denayer,28/06/95,Olympique Lyonnais,Déf.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
207,S. Diomandé,9/04/01,Olympique Lyonnais,Déf.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
208,L. Dubois,14/09/94,Olympique Lyonnais,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
209,M. Gusto,19/05/03,Olympique Lyonnais,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
210,C. Lukeba,17/12/02,Olympique Lyonnais,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
211,Marcelo,20/05/87,Olympique Lyonnais,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
212,A. Ndiaye,10/04/02,Olympique Lyonnais,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
213,Niakhate Ndiaye,10/04/02,Olympique Lyonnais,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
214,C. Özkaçar,6/10/00,Olympique Lyonnais,Déf.,TUR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
215,H. Aouar,30/06/98,Olympique Lyonnais,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
216,M. Caqueret,15/02/00,Olympique Lyonnais,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
217,R. Cherki,17/08/03,Olympique Lyonnais,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
218,F. Da Silva,2/04/03,Olympique Lyonnais,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
219,B. Guimaraes,16/11/97,Olympique Lyonnais,Mil.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
220,T. Mendes,15/03/92,Olympique Lyonnais,Mil.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
221,L. Paqueta,27/08/97,Olympique Lyonnais,Mil.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
222,Y. Soumaré,23/06/00,Olympique Lyonnais,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
223,M. Cornet,27/09/96,Olympique Lyonnais,Att.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
224,M. Depay,13/02/94,Olympique Lyonnais,Att.,HOL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
225,T. Kadewere,5/01/96,Olympique Lyonnais,Att.,ZIM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
226,H. Keita,5/02/02,Olympique Lyonnais,Att.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
227,S. Lega,21/01/03,Olympique Lyonnais,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
228,I. Slimani,18/06/88,Olympique Lyonnais,Att.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
229,K. Toko Ekambi,14/09/92,Olympique Lyonnais,Att.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
230,K. Toko Ekambi,14/09/92,Olympique Lyonnais,Att.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
231,S. Mandanda,28/03/85,Olympique de Marseille,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
232,S. Ngapandouetnbu,12/04/03,Olympique de Marseille,Gar.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
233,Y. Pelé,4/11/82,Olympique de Marseille,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
234,J. Amavi,9/03/94,Olympique de Marseille,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
235,L. Balerdi,26/01/99,Olympique de Marseille,Déf.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
236,D. Caleta-Car,17/09/96,Olympique de Marseille,Déf.,CRO,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
237,A. Gonzalez,8/01/90,Olympique de Marseille,Déf.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
238,A. Kamardin,8/04/02,Olympique de Marseille,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
239,P. Lirola,13/08/97,Olympique de Marseille,Déf.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
240,Y. Nagatomo,12/09/86,Olympique de Marseille,Déf.,JAP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
241,L. Perrin,19/11/98,Olympique de Marseille,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
242,C. Rocchia,10/02/98,Olympique de Marseille,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
243,H. Sakai,12/04/90,Olympique de Marseille,Déf.,JAP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
244,U. Bertelli,15/07/03,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
245,M. Cuisance,16/08/99,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
246,P. Gueye,24/01/99,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
247,B. Kamara,23/11/99,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
248,S. Khaoui,27/04/95,Olympique de Marseille,Mil.,TUN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
249,O. Ntcham,9/02/96,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
250,D. Payet,29/03/87,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
251,V. Rongier,7/12/94,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
252,P. Sciortino,5/11/03,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
253,C. Souaré,3/09/02,Olympique de Marseille,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
254,O. Targhalline,20/05/02,Olympique de Marseille,Mil.,MAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
255,D. Benedetto,17/05/90,Olympique de Marseille,Att.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
256,A. Dieng,1/09/00,Olympique de Marseille,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
257,V. Germain,17/04/90,Olympique de Marseille,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
258,Luis Henrique,14/12/01,Olympique de Marseille,Att.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
259,A. Milik,28/02/94,Olympique de Marseille,Att.,POL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
260,F. Thauvin,26/01/93,Olympique de Marseille,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
261,F. Thauvin,26/01/93,Olympique de Marseille,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
262,O. Ba,6/06/02,Football Club de Metz,Gar.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
263,M. Caillard,12/05/94,Football Club de Metz,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
264,A. Oukidja,19/07/88,Football Club de Metz,Gar.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
265,E. Boahene,6/03/00,Football Club de Metz,Déf.,GHA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
266,J. Boye,23/04/87,Football Club de Metz,Déf.,GHA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
267,D. Bronn,19/06/95,Football Club de Metz,Déf.,TUN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
268,M. Cabit,3/06/93,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
269,F. Centonze,16/01/96,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
270,T. Delaine,24/03/92,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
271,M. Fofana,21/01/98,Football Club de Metz,Déf.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
272,B. Kouyaté,15/04/97,Football Club de Metz,Déf.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
273,L. Lacroix,6/02/03,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
274,W. Mikelbrencis,25/02/04,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
275,M. Udol,20/03/96,Football Club de Metz,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
276,V. Angban,29/09/96,Football Club de Metz,Mil.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
277,Y. Maziz,24/06/98,Football Club de Metz,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
278,H. Maïga,1/01/96,Football Club de Metz,Mil.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
279,K. N'Doram,22/01/96,Football Club de Metz,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
280,V. Pajot,19/08/90,Football Club de Metz,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
281,P. Sarr,14/09/02,Football Club de Metz,Mil.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
282,W. Tchimbembé,21/04/98,Football Club de Metz,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
283,B. Traoré,20/08/01,Football Club de Metz,Mil.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
284,T. Ambrose,28/03/97,Football Club de Metz,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
285,F. Boulaya,25/02/93,Football Club de Metz,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
286,V. Dias Goncalves,10/01/96,Football Club de Metz,Att.,CAV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
287,M. Gueye,13/03/98,Football Club de Metz,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
288,A. Leya Iseka,15/11/97,Football Club de Metz,Att.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
289,O. Nguette,8/07/94,Football Club de Metz,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
290,I. Niane,11/03/99,Football Club de Metz,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
291,P. Yade,5/01/00,Football Club de Metz,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
292,P. Yade,5/01/00,Football Club de Metz,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
293,B. Lecomte,26/04/91,Association sportive de Monaco FC,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
294,Y. Liénard,,Association sportive de Monaco FC,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
295,R. Majecki,16/11/99,Association sportive de Monaco FC,Gar.,POL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
296,V. Mannone,2/03/88,Association sportive de Monaco FC,Gar.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
297,R. Aguilar,26/04/93,Association sportive de Monaco FC,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
298,B. Badiashile,26/03/01,Association sportive de Monaco FC,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
299,F. Ballo-Touré,3/01/97,Association sportive de Monaco FC,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
300,A. Disasi,11/03/98,Association sportive de Monaco FC,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
301,G. Maripan,6/05/94,Association sportive de Monaco FC,Déf.,CHL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
302,C. Matsima,15/05/02,Association sportive de Monaco FC,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
303,D. Sidibé,29/07/92,Association sportive de Monaco FC,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
304,Y. Aït-Bennasser,7/07/96,Association sportive de Monaco FC,Mil.,MAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
305,Caio Henrique,31/07/97,Association sportive de Monaco FC,Mil.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
306,S. Diop,9/06/00,Association sportive de Monaco FC,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
307,F. Fabregas,4/05/87,Association sportive de Monaco FC,Mil.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
308,Y. Fofana,10/01/99,Association sportive de Monaco FC,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
309,A. Golovine,30/05/96,Association sportive de Monaco FC,Mil.,RUS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
310,F. Luis,19/08/99,Association sportive de Monaco FC,Mil.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
311,E. Matazo,15/02/02,Association sportive de Monaco FC,Mil.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
312,E. Millot,17/06/02,Association sportive de Monaco FC,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
313,A. Tchouaméni,27/01/00,Association sportive de Monaco FC,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
314,W. Ben Yedder,12/08/90,Association sportive de Monaco FC,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
315,V. Decarpentrie,6/01/02,Association sportive de Monaco FC,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
316,K. Diatta,25/02/99,Association sportive de Monaco FC,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
317,W. Geubbels,16/08/01,Association sportive de Monaco FC,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
318,S. Jovetic,2/11/89,Association sportive de Monaco FC,Att.,MNE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
319,G. Martins,11/05/95,Association sportive de Monaco FC,Att.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
320,P. Pellegri,17/03/01,Association sportive de Monaco FC,Att.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
321,K. Volland,30/07/92,Association sportive de Monaco FC,Att.,ALL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
322,K. Volland,30/07/92,Association sportive de Monaco FC,Att.,ALL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
323,D. Bertaud,6/06/98,Montpellier-Herault Sport Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
324,M. Carvalho,28/04/99,Montpellier-Herault Sport Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
325,J. Omlin,10/01/94,Montpellier-Herault Sport Club,Gar.,SUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
326,D. Congré,5/04/85,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
327,N. Cozza,8/01/99,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
328,M. Estève,26/05/02,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
329,V. Hilton,13/09/77,Montpellier-Herault Sport Club,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
330,P. Mendes,1/10/90,Montpellier-Herault Sport Club,Déf.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
331,A. Oyongo,22/06/91,Montpellier-Herault Sport Club,Déf.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
332,M. Ristic,31/10/95,Montpellier-Herault Sport Club,Déf.,SER,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
333,A. Souquet,12/02/92,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
334,M. Suarez,24/06/96,Montpellier-Herault Sport Club,Déf.,URU,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
335,T. Tamas,20/02/01,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
336,Thuler,10/03/99,Montpellier-Herault Sport Club,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
337,C. Vidal,18/06/00,Montpellier-Herault Sport Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
338,S. Benchamma,25/06/00,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
339,J. Chotard,24/09/01,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
340,S. Delaye,23/04/02,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
341,K. Dolly,22/01/93,Montpellier-Herault Sport Club,Mil.,AFS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
342,J. Ferri,12/03/92,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
343,D. Le Tallec,19/04/90,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
344,F. Mollet,19/11/91,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
345,J. Sambia,7/09/96,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
346,T. Savanier,22/12/91,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
347,S. Wahi,2/01/03,Montpellier-Herault Sport Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
348,Y. Ammour,21/05/99,Montpellier-Herault Sport Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
349,A. Ben Achour,1/02/02,Montpellier-Herault Sport Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
350,A. Delort,9/10/91,Montpellier-Herault Sport Club,Att.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
351,G. Laborde,3/05/94,Montpellier-Herault Sport Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
352,B. Makouana,28/09/02,Montpellier-Herault Sport Club,Att.,CON,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
353,S. Mavididi,31/05/98,Montpellier-Herault Sport Club,Att.,ANG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
354,P. Skuletic,29/06/90,Montpellier-Herault Sport Club,Att.,SER,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
355,I. Yun,7/03/92,Montpellier-Herault Sport Club,Att.,CDS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
356,I. Yun,7/03/92,Montpellier-Herault Sport Club,Att.,CDS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
357,C. Jan,27/05/99,Football Club de Nantes,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
358,A. Lafont,23/01/99,Football Club de Nantes,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
359,D. Petric,24/05/88,Football Club de Nantes,Gar.,SLN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
360,D. Appiah,9/06/92,Football Club de Nantes,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
361,T. Basila,30/04/99,Football Club de Nantes,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
362,J. Castelletto,26/01/95,Football Club de Nantes,Déf.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
363,S. Corchia,1/11/90,Football Club de Nantes,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
364,D. Fabio,9/07/90,Football Club de Nantes,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
365,A. Girotto,17/02/92,Football Club de Nantes,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
366,B. Mendy,12/01/00,Football Club de Nantes,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
367,N. Pallois,19/09/87,Football Club de Nantes,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
368,A. Sylla,10/04/00,Football Club de Nantes,Déf.,GUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
369,C. Traoré,1/01/92,Football Club de Nantes,Déf.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
370,A. Walongwa,15/10/93,Football Club de Nantes,Déf.,RDC,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
371,L. Blas,31/12/98,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
372,P. Chirivella,23/05/97,Football Club de Nantes,Mil.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
373,M. Coco,24/06/96,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
374,A. Limbombe,15/07/94,Football Club de Nantes,Mil.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
375,I. Louza,1/05/99,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
376,Q. Merlin,16/05/02,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
377,R. Pereira de Sa,10/12/96,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
378,A. Touré,3/03/94,Football Club de Nantes,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
379,J. Augustin,16/06/97,Football Club de Nantes,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
380,A. Bamba,25/05/94,Football Club de Nantes,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
381,K. Coulibaly,21/08/91,Football Club de Nantes,Att.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
382,R. Emond,5/12/91,Football Club de Nantes,Att.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
383,R. Kolo Muani,5/12/98,Football Club de Nantes,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
384,B. Ndilu,21/07/00,Football Club de Nantes,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
385,M. Simon,12/07/95,Football Club de Nantes,Att.,NGA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
386,M. Simon,12/07/95,Football Club de Nantes,Att.,NGA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
387,W. Benitez,19/01/93,Olympique Gymnaste Club Nice Côte d'Azur,Gar.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
388,T. Boulhendi,9/04/01,Olympique Gymnaste Club Nice Côte d'Azur,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
389,Y. Cardinale,27/03/94,Olympique Gymnaste Club Nice Côte d'Azur,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
390,J. Rolland,31/03/01,Olympique Gymnaste Club Nice Côte d'Azur,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
391,Y. Atal,17/05/96,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
392,R. Bambu,12/11/97,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
393,N. Crétier,14/11/01,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
394,F. Daniliuc,27/04/01,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,AUT,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
395,Dante,18/10/83,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
396,H. Kamara,5/03/94,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
397,J. Lotomba,29/09/98,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,SUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
398,A. Mendy,27/05/04,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
399,S. Nsoki,9/04/99,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
400,A. Pelmard,12/03/00,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
401,T. Pionnier-Ber...,21/01/02,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
